temperature,humidity,noise,is_anomaly
29.60797305297205,39.150746720904706,47.867793758457985,False
17.954753906428138,41.71685319489163,49.82663182086832,False
20.812513390141,40.57588662398689,46.785598307377356,False
22.58481292393834,44.22059560799163,51.72313896505528,False
25.155428443106516,41.84637434820098,45.12339521248861,True
23.390208613449257,44.01334084265986,50.87159875161753,False
21.82920852891541,48.49302671350446,56.42298854685878,False
13.884146933246576,39.19005316461253,52.35003353489031,False
24.593229756710222,47.52881525761643,45.90258365549187,False
31.575880272046163,42.22308882373676,57.80440478232566,False
31.721855051734348,47.39938199864943,58.093812843104516,False
23.423647493422067,51.070204527863126,54.721610577769496,False
17.400189977232515,42.8913526736562,44.14183178153432,False
18.411700788448016,50.886549243716765,61.124786071163015,False
19.15044840916475,43.57908549139654,48.78255922014526,False
24.559821035286028,52.13518300746374,48.81060758361506,False
27.39713116900051,38.34299874860577,60.64594178571954,False
10.240986446703788,20.191797303295594,58.53665589204658,True
25.074314206611607,41.973893281372106,45.03485125127628,False
26.00798905087861,52.240143842370905,48.09176891139171,False
20.15474019311177,35.14999857842028,45.299673605488394,False
25.348755361706353,42.25723772884527,45.08903860058281,False
22.982705614067633,45.06892579843968,51.218751425790046,False
16.51617640399759,47.56633983026852,55.4839971805813,False
24.267258509248816,47.613542715777655,53.14611653616067,False
27.793188783230228,46.63769109534523,53.64597051597773,False
25.237715971217604,46.475741595210515,54.520742039760634,False
32.341161088367635,40.28298671011508,56.49637882621449,False
19.938604965657557,45.81361577442676,53.24830026588113,False
27.30720334782279,51.293441993888024,49.40960734770584,False
21.75940395578109,54.9316680494028,59.97432182305472,False
21.844591517941364,41.99311962735743,57.349219536243886,False
20.885274306924977,45.75806771811606,57.72784251127881,False
27.73592769486463,50.13955004351816,48.50488176832703,False
28.859873805244995,48.60508904381111,50.126151379850285,False
12.896690001125089,42.53156533023446,53.791716564806805,False
24.313625003243047,56.350304724633524,56.33037400592433,False
30.214535107444497,42.52140386961096,54.640544611407414,False
17.94203473297555,48.06500414748156,57.43702786934336,False
24.391533549160208,45.97756369109912,49.30918266731285,False
20.28939660217513,46.13872042083139,59.68590590364716,False
22.31826434486731,41.94503128285347,44.75150398875759,False
26.22330057118981,47.26785443421443,49.16539394099604,False
21.828862108169535,44.38308297724263,42.32945640296755,False
33.06393570866177,43.53354996407828,60.590914273348375,False
32.193683091777224,45.46775780894297,42.97570508423601,False
24.792723900477437,57.09539692763605,49.74998153434495,False
25.83555538160055,39.88964024784083,46.650996692972186,False
24.220819416092727,37.72062195754887,56.44661711285951,False
28.678039357313445,39.65280468420403,43.70581958179396,False
30.28401582021629,51.11319104316787,44.94278387663873,False
24.304408474612387,40.99072422950163,42.669728073858465,False
20.407900190062726,37.68619847823241,51.98681776740789,False
19.114080954570788,39.86472139335584,47.40351440511992,False
43.44459410470169,55.5256022386265,48.346485213623836,True
24.290835448466385,44.587851127932666,51.43655442238356,False
21.91481433756778,43.47467128094106,52.010347154022526,False
